stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,wheelchair_boarding,transport_type
17609,17609,"ПР. АВИАКОНСТРУКТОРОВ, 49",60.027450,30.223463,0,2,bus
17611,17611,"ПР. АВИАКОНСТРУКТОРОВ, 49",60.026383,30.224832,0,2,bus
17629,17629,Ж.-Д. ПЛАТФОРМА ПОНТОННАЯ ,59.785002,30.627784,0,2,bus
17631,17631,"ОТРАДНОЕ, СУДОРЕМОНТНЫЕ МАСТЕРСКИЕ, ПО ТРЕБОВАНИЮ",59.760517,30.766091,0,2,bus
17632,17632,"ОТРАДНОЕ, ДОРОГА В НИКОЛЬСКОЕ",59.763300,30.774359,0,2,bus
17650,17650,54 КМ,59.887865,31.226863,0,2,bus
17654,17654,54 КМ,59.888734,31.226912,0,2,bus
17652,17652,55 КМ,59.889678,31.246978,0,2,bus
17658,17658,"ОТРАДНОЕ, СУДОРЕМОНТНЫЕ МАСТЕРСКИЕ, ПО ТРЕБОВАНИЮ",59.760252,30.764612,0,2,bus
17660,17660,Ж.-Д. ПЛАТФОРМА ПОНТОННАЯ ,59.785678,30.626367,0,2,bus
17551,17551,СЧАСТЛИВАЯ УЛ.,59.846170,30.270596,0,2,bus
17558,17558,"УЛ. РИХАРДА ЗОРГЕ, УГОЛ УЛ. ДОБЛЕСТИ",59.850624,30.178328,0,2,bus
35295,35295,"Морская наб., 19",59.946536,30.206722,0,2,trolley
35290,35290,"Ст. метро ""Приморская""",59.948636,30.230794,0,2,trolley
35291,35291,"Магазин ""Строитель""",59.949574,30.224093,0,2,trolley
35301,35301,Пл. Балтфлота,59.941978,30.208028,0,2,trolley
17575,17575,ТИХОРЕЦКИЙ ПР.,60.031565,30.364430,0,2,bus
35300,35300,Пл. Беллинсгаузена,59.939347,30.211987,0,2,trolley
35302,35302,"Морская наб., 19",59.946286,30.206888,0,2,trolley
35297,35297,Пл. Беллинсгаузена,59.939001,30.210469,0,2,trolley
35296,35296,Пл. Балтфлота,59.941632,30.208091,0,2,trolley
35299,35299,"Гостиница ""Прибалтийская""",59.940249,30.215973,0,2,trolley
35298,35298,"Морская наб., 9",59.937527,30.213666,0,2,trolley
35305,35305,"КОМАРОВО, ПРИМОРСКОЕ ШОССЕ, 452",60.171783,29.810543,0,2,bus
35304,35304,"КОМАРОВО, ПРИМОРСКОЕ ШОССЕ, 452",60.172036,29.810155,0,2,bus
17591,17591,"ПРЕДПОРТОВАЯ УЛ., 5",59.832244,30.304857,0,2,bus
35324,35324,ЯКОРНАЯ УЛ.,59.943297,30.434139,0,2,bus
35325,35325,ЧУГУННАЯ УЛ.,59.977608,30.346024,0,2,bus
35327,35327,Ж.-Д. СТ. 68 КМ,59.949005,29.302171,0,2,bus
17592,17592,СТ. ПРЕДПОРТОВАЯ,59.832112,30.296924,0,2,bus
35082,35082,"СТ. МЕТРО ""ЧЁРНАЯ РЕЧКА""",59.986893,30.304406,0,2,bus
35116,35116,"МИТРОФАНЬЕВСКОЕ ШОССЕ, Д. 5, ПО ТРЕБОВАНИЮ",59.899867,30.299486,0,2,bus
35117,35117,МАЛАЯ МИТРОФАНЬЕВСКАЯ УЛ.,59.896735,30.299874,0,2,bus
35118,35118,СТАРООБРЯДЧЕСКАЯ УЛ.,59.889242,30.302271,0,2,bus
17510,17510,"ПОЛЮСТРОВСКИЙ ПР., УГОЛ ЗАМШИНОЙ УЛ.",59.966794,30.394527,0,2,bus
35134,35134,НИКОЛЬСКАЯ ПЛ.,59.923764,30.299170,0,2,bus
35121,35121,СТАРООБРЯДЧЕСКАЯ УЛ.,59.889884,30.302520,0,2,bus
35123,35123,"МИТРОФАНЬЕВСКОЕ ШОССЕ, Д. 5, ПО ТРЕБОВАНИЮ",59.901022,30.299963,0,2,bus
35122,35122,МАЛАЯ МИТРОФАНЬЕВСКАЯ УЛ.,59.896446,30.300428,0,2,bus
35143,35143,ЖЕЛЕЗНОДОРОЖНЫЙ ПР.,59.883543,30.433579,0,2,bus
17409,17409,"УСТЬ-ИЖОРА, УЛ. ТРУДА",59.798509,30.603534,0,2,bus
17410,17410,"УСТЬ-ИЖОРА, УЛ. ТРУДА",59.797648,30.604455,0,2,bus
35167,35167,"КИРОВСК, ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ ""РОСИЗОЛИТ""",59.861240,30.971603,0,2,bus
35166,35166,"КИРОВСК, ДУБРОВСКАЯ ТЭЦ",59.868088,30.975432,0,2,bus
35165,35165,"КИРОВСК, ДУБРОВСКАЯ ТЭЦ",59.869626,30.976133,0,2,bus
17452,17452,УЛ. ДИМИТРОВА,59.851573,30.398738,0,2,bus
35176,35176,"КИРОВСК, ПОЛИТЕХНИЧЕСКИЙ ТЕХНИКУМ",59.898773,30.997278,0,2,bus
35177,35177,"КИРОВСК, ПОЛИТЕХНИЧЕСКИЙ ТЕХНИКУМ",59.899612,30.997398,0,2,bus
35178,35178,"КИРОВСК, ЛЕНИНГРАДСКАЯ УЛ.",59.903220,30.995692,0,2,bus
35179,35179,"КИРОВСК, ЛЕНИНГРАДСКАЯ УЛ.",59.902261,30.995891,0,2,bus
35172,35172,"КИРОВСК, СЕВЕРНАЯ УЛ.",59.889817,30.989500,0,2,bus
35173,35173,"КИРОВСК, ЗАВОД ""ЛАДОГА""",59.891633,30.990473,0,2,bus
35174,35174,"КИРОВСК, МАРЬИНСКОЕ КЛАДБИЩЕ",59.894362,30.993297,0,2,bus
35175,35175,"КИРОВСК, МАРЬИНСКОЕ КЛАДБИЩЕ",59.895111,30.995174,0,2,bus
35168,35168,"КИРОВСК, ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ ""РОСИЗОЛИТ""",59.862240,30.973711,0,2,bus
35169,35169,"КИРОВСК, ТЕАТРАЛЬНАЯ ПЛ.",59.876221,30.981338,0,2,bus
35170,35170,"КИРОВСК, ТЕАТРАЛЬНАЯ ПЛ.",59.876758,30.980983,0,2,bus
35171,35171,"КИРОВСК, ЦЕНТРАЛЬНАЯ БИБЛИОТЕКА",59.887795,30.989243,0,2,bus
17470,17470,"А.С. ""РУЧЬИ"" ПОСАДКИ И ВЫСАДКИ НЕТ",60.003503,30.439596,0,2,bus
35192,35192,"УЛЬЯНОВКА, МАЛАЯ РЕЧНАЯ УЛ.",59.637073,30.770776,0,2,bus
17874,17874,"ВАРТЕМЯГИ, ТОКСОВСКОЕ ШОССЕ",60.167779,30.319236,0,2,bus
17875,17875,"ВАРТЕМЯГИ, БОЛЬНИЦА, ПО ТРЕБОВАНИЮ",60.170365,30.318826,0,2,bus
17872,17872,"ВАРТЕМЯГИ, ПРУДНАЯ УЛ., ПО ТРЕБОВАНИЮ",60.163592,30.313858,0,2,bus
17873,17873,"ВАРТЕМЯГИ, ТОКСОВСКОЕ ШОССЕ",60.167103,30.318008,0,2,bus
17878,17878,"ВАРТЕМЯГИ, СОВЕТСКАЯ УЛ.",60.177273,30.315783,0,2,bus
17876,17876,"ВАРТЕМЯГИ, БОЛЬНИЦА, ПО ТРЕБОВАНИЮ",60.170054,30.319056,0,2,bus
17877,17877,"ВАРТЕМЯГИ, СОВЕТСКАЯ УЛ.",60.176098,30.315818,0,2,bus
34945,34945,"Пр. Луначарского, 68",60.038774,30.352901,0,2,tram
17859,17859,"ДРАНИШНИКИ, ПОЛЕВАЯ УЛ., ПО ТРЕБОВАНИЮ",60.134703,30.257543,0,2,bus
34944,34944,"Пр. Луначарского, 68",60.038787,30.353301,0,2,tram
17858,17858,"ДРАНИШНИКИ, ПОЛЕВАЯ УЛ., ПО ТРЕБОВАНИЮ",60.135404,30.258236,0,2,bus
17857,17857,СМОЛЬНЫЙ,59.946001,30.389299,0,2,bus
34947,34947,УЛ. ЛОМОНОСОВА,59.702534,30.407475,0,2,bus
17856,17856,"ДРАНИШНИКИ, ЛЕСНАЯ УЛ.",60.129253,30.257159,0,2,bus
17863,17863,"ЛУППОЛОВО, ЗЕЛЁНАЯ УЛ.",60.153032,30.277989,0,2,bus
34949,34949,"СУЗДАЛЬСКИЙ ПР., ПО ТРЕБОВАНИЮ",60.061376,30.339223,0,2,bus
17862,17862,"ЛУППОЛОВО, ЛУГОВОЙ ПЕР., ПО ТРЕБОВАНИЮ",60.145647,30.269851,0,2,bus
34948,34948,УЛ. ЛОМОНОСОВА,59.702780,30.406524,0,2,bus
34951,34951,"УЛ. СИМОНОВА, ПО ТРЕБОВАНИЮ",60.063750,30.327631,0,2,bus
34950,34950,"УЛ. ВЕРЫ СЛУЦКОЙ, 46",59.738445,30.580278,0,2,bus
17860,17860,"ЛУППОЛОВО, ЛУГОВОЙ ПЕР., ПО ТРЕБОВАНИЮ",60.146380,30.270717,0,2,bus
17867,17867,"ЛУППОЛОВО, ПРИОЗЕРСКОЕ ШОССЕ, 26, ПО ТРЕБОВАНИЮ",60.157220,30.292738,0,2,bus
34953,34953,"СУЗДАЛЬСКИЙ ПР., УГОЛ УЛ. ЖЕНИ ЕГОРОВОЙ, ПО ТРЕБОВАНИЮ",60.065872,30.315477,0,2,bus
34952,34952,"СУЗДАЛЬСКИЙ ПР., УГОЛ УЛ. КОМПОЗИТОРОВ, ПО ТРЕБОВАНИЮ",60.064613,30.321501,0,2,bus
34955,34955,"УЛ. ГЕНЕРАЛА КРАВЧЕНКО, Д.9",59.839961,30.103736,0,2,bus
17865,17865,"ЛУППОЛОВО, ЗЕЛЁНАЯ УЛ.",60.152160,30.276457,0,2,bus
34954,34954,УЛ. ГЕНЕРАЛА КРАВЧЕНКО,59.838565,30.103648,0,2,bus
34957,34957,"УЛ. ЛЕТЧИКА ЛИХОЛЕТОВА, ВЫСАДКА",59.843955,30.105003,0,2,bus
17871,17871,"ВАРТЕМЯГИ, ПРУДНАЯ УЛ., ПО ТРЕБОВАНИЮ",60.164134,30.314655,0,2,bus
34956,34956,"УЛ. ГЕНЕРАЛА КРАВЧЕНКО, Д.9",59.840996,30.104408,0,2,bus
17870,17870,"ВАРТЕМЯГИ, МОХОВАЯ УЛ., ПО ТРЕБОВАНИЮ",60.161227,30.305275,0,2,bus
17869,17869,"ВАРТЕМЯГИ, МОХОВАЯ УЛ., ПО ТРЕБОВАНИЮ",60.161296,30.306334,0,2,bus
34958,34958,"УЛ. ЛЕТЧИКА ЛИХОЛЕТОВА, ПОСАДКА",59.844625,30.104743,0,2,bus
17868,17868,"ЛУППОЛОВО, ПРИОЗЕРСКОЕ ШОССЕ, 26, ПО ТРЕБОВАНИЮ",60.157189,30.291617,0,2,bus
17904,17904,"АГАЛАТОВО, ЖИЛГОРОДОК",60.218485,30.295259,0,2,bus
17905,17905,ПР. ЧЕРНЫШЕВСКОГО,59.948980,30.360020,0,2,bus
17907,17907,"АГАЛАТОВО, САРЖЕНСКАЯ УЛ.",60.219828,30.288347,0,2,bus
17908,17908,"АГАЛАТОВО, САРЖЕНСКАЯ УЛ.",60.219710,30.291072,0,2,bus
17911,17911,ГАГАРИНСКАЯ УЛ.,59.948490,30.344230,0,2,bus
17912,17912,"СНТ ""ИНЖЕНЕРНОЕ"", ПО ТРЕБОВАНИЮ",60.232773,30.260407,0,2,bus
17913,17913,ГАНГУТСКАЯ УЛ.,59.944534,30.342693,0,2,bus
17914,17914,"СНТ ""ИНЖЕНЕРНОЕ"", ПО ТРЕБОВАНИЮ",60.231281,30.262158,0,2,bus
17915,17915,ТРОИЦКАЯ ПЛ. П.С.,59.953638,30.323521,0,2,bus
17917,17917,"КОТТЕДЖНЫЙ ПОСЁЛОК ""АГАЛАТОВО-3"", ПО ТРЕБОВАНИЮ",60.257703,30.245847,0,2,bus
17918,17918,"КОТТЕДЖНЫЙ ПОСЁЛОК ""АГАЛАТОВО-3"", ПО ТРЕБОВАНИЮ",60.257252,30.245957,0,2,bus
17919,17919,ДОРОГА НА ЕЛИЗАВЕТИНКУ,60.273778,30.230789,0,2,bus
17891,17891,"ВАРТЕМЯГИ, КОЛХОЗНАЯ УЛ., ПО ТРЕБОВАНИЮ",60.183117,30.320695,0,2,bus
17890,17890,"ВАРТЕМЯГИ, КОЛХОЗНАЯ УЛ., ПО ТРЕБОВАНИЮ",60.182777,30.321581,0,2,bus
17893,17893,"ВАРТЕМЯГИ, ПРИОЗЕРСКОЕ ШОССЕ, 158, ПО ТРЕБОВАНИЮ",60.185507,30.315489,0,2,bus
17892,17892,"ВАРТЕМЯГИ, ПРИОЗЕРСКОЕ ШОССЕ, 158, ПО ТРЕБОВАНИЮ",60.186082,30.314374,0,2,bus
17895,17895,"КАСИМОВО, УЛ. БЕРИНГА, ПО ТРЕБОВАНИЮ",60.193564,30.312554,0,2,bus
17894,17894,"КАСИМОВО, УЛ. БЕРИНГА, ПО ТРЕБОВАНИЮ",60.194020,30.313258,0,2,bus
34987,34987,"ПИСКАРЁВСКИЙ ПР., 150",60.012342,30.455107,0,2,bus
17897,17897,"КАСИМОВО, МАГАЗИННАЯ УЛ., ПО ТРЕБОВАНИЮ",60.199249,30.311830,0,2,bus
17896,17896,"КАСИМОВО, МАГАЗИННАЯ УЛ., ПО ТРЕБОВАНИЮ",60.200121,30.311278,0,2,bus
34986,34986,УЛ. КОРОБИЦЫНА,60.060145,29.985718,0,2,bus
17899,17899,"КАСИМОВО, АРИШКИНА ДОРОГА, ПО ТРЕБОВАНИЮ",60.204477,30.310020,0,2,bus
34985,34985,УЛ. КОРОБИЦЫНА,60.059726,29.983964,0,2,bus
17898,17898,"КАСИМОВО, АРИШКИНА ДОРОГА, ПО ТРЕБОВАНИЮ",60.205114,30.310282,0,2,bus
34984,34984,РЫБАЦКАЯ УЛ.,60.054375,29.999076,0,2,bus
17901,17901,"АГАЛАТОВО, ПАРК АВИАТОРОВ, ПО ТРЕБОВАНИЮ",60.211834,30.303094,0,2,bus
17900,17900,"АГАЛАТОВО, ПАРК АВИАТОРОВ, ПО ТРЕБОВАНИЮ",60.212197,30.303196,0,2,bus
17903,17903,"АГАЛАТОВО, ЖИЛГОРОДОК",60.218915,30.295176,0,2,bus
17814,17814,"УЛ. СОФЬИ КОВАЛЕВСКОЙ, УГ. ПР. НАУКИ",60.010825,30.409177,0,2,bus
17815,17815,"УЛ. СОФЬИ КОВАЛЕВСКОЙ, Д. 11",60.014823,30.413126,0,2,bus
17812,17812,ЕЛИЗАВЕТИНСКАЯ БОЛЬНИЦА,60.026357,30.390520,0,2,bus
17822,17822,"ПР. НАУКИ, УГ. УЛ. КАРПИНСКОГО",60.007042,30.423645,0,2,bus
17823,17823,"УЛ. КАРПИНСКОГО,28",60.010074,30.427180,0,2,bus
17820,17820,"УЛ. КАРПИНСКОГО,28",60.009970,30.426690,0,2,bus
17818,17818,"СЕВЕРНЫЙ ПР.,91",60.016197,30.428516,0,2,bus
17819,17819,"УЛ. КАРПИНСКОГО, 38",60.012285,30.429447,0,2,bus
17817,17817,"СЕВЕРНЫЙ ПР., УГОЛ УЛ. СОФЬИ КОВАЛЕВСКОЙ",60.018815,30.418245,0,2,bus
17799,17799,"УЛ. МАРШАЛА ЗАХАРОВА, 19",59.854229,30.191814,0,2,bus
17798,17798,УЛ. ДЕСАНТНИКОВ,59.852657,30.198640,0,2,bus
17796,17796,ЭЛЕВАТОРНАЯ ПЛОЩАДКА,59.864700,30.225080,0,2,bus
17795,17795,ДОРОГА К РЫБНОМУ ПОРТУ,59.866260,30.209293,0,2,bus
17794,17794,УГОЛЬНАЯ ГАВАНЬ,59.869318,30.201652,0,2,bus
17793,17793,ДОРОГА К РЫБНОМУ ПОРТУ,59.866804,30.208227,0,2,bus
17792,17792,ЭЛЕВАТОРНАЯ ПЛОЩАДКА,59.864956,30.223484,0,2,bus
17803,17803,"УЛ. МАРШАЛА ЗАХАРОВА, 19",59.853782,30.192311,0,2,bus
17802,17802,ПР. КУЗНЕЦОВА,59.855110,30.186445,0,2,bus
17801,17801,"УЛ. ДОБЛЕСТИ, УГОЛ УЛ. МАРШАЛА ЗАХАРОВА",59.857094,30.177523,0,2,bus
17800,17800,ПР. КУЗНЕЦОВА,59.855832,30.184682,0,2,bus
17847,17847,Б. МОНЕТНАЯ УЛ.,59.960977,30.316056,0,2,bus
35056,35056,УЛ. КРЫЛЕНКО,59.892852,30.447734,0,2,bus
17855,17855,"ДРАНИШНИКИ, ЛЕСНАЯ УЛ.",60.129701,30.257143,0,2,bus
17848,17848,ТРОИЦКАЯ ПЛ. П.С.,59.953592,30.323023,0,2,bus
17850,17850,КИРОЧНАЯ УЛ.,59.943944,30.350519,0,2,bus
35047,35047,УЛ. ГРИБАЛЁВОЙ,59.978588,30.355789,0,2,bus
17830,17830,"СЕВЕРНЫЙ ПР.,91",60.016583,30.428249,0,2,bus
35055,35055,"УЛ. КРЫЛЕНКО, 3",59.893516,30.454987,0,2,bus
35054,35054,УЛ. КРЫЛЕНКО,59.893954,30.461367,0,2,bus
17839,17839,"УЛ. СОФЬИ КОВАЛЕВСКОЙ,УГ. ПР. НАУКИ",60.010730,30.407696,0,2,bus
35053,35053,ДАЛЬНЕВОСТОЧНЫЙ ПР.,59.894307,30.462365,0,2,bus
35052,35052,"ЛЕНИНСКИЙ ПР., УГОЛ ПР. ПАТРИОТОВ",59.866242,30.157356,0,2,bus
17838,17838,"УЛ. СОФЬИ КОВАЛЕВСКОЙ, Д. 11",60.014479,30.412501,0,2,bus
35051,35051,"ЛЕНИНСКИЙ ПР., УГОЛ ПР. ГЕРОЕВ",59.865083,30.163970,0,2,bus
35050,35050,"ПР. КУЛЬТУРЫ, 11",60.040456,30.370164,0,2,bus
35049,35049,"ПР. КУЛЬТУРЫ, 11",60.040561,30.371432,0,2,bus
35048,35048,МЕНДЕЛЕЕВСКАЯ УЛ.,59.978209,30.363998,0,2,bus
17834,17834,ВЯЗЕМСКИЙ ПЕР.,59.975828,30.299734,0,2,bus
17754,17754,"ЮККИ, ЕЛОВАЯ АЛЛЕЯ",60.109288,30.275084,0,2,bus
17753,17753,"ЮККИ, ЦЕНТР",60.110350,30.283040,0,2,bus
17752,17752,"ЮККИ, ЕЛОВАЯ АЛЛЕЯ",60.109395,30.277301,0,2,bus
34845,34845,"УЛ. КРАСНОГО ТЕКСТИЛЬЩИКА, Д. 10-12",59.937862,30.394085,0,2,bus
34844,34844,"ТЦ ""МЕГА ПАРНАС"", ВЫСАДКА",60.091255,30.377693,0,2,bus
17757,17757,"ПАРГОЛОВО, УЛ. ШИШКИНА",60.086881,30.261043,0,2,bus
17756,17756,АПРАКСИНСКАЯ УЛ.,60.109753,30.253299,0,2,bus
17750,17750,АПРАКСИНСКАЯ УЛ.,60.109468,30.252527,0,2,bus
17749,17749,"ПАРГОЛОВО, УЛ. ШИШКИНА",60.088036,30.260736,0,2,bus
34826,34826,"ЦЕНТРАЛЬНАЯ УЛ., 19, ПО ТРЕБОВАНИЮ",59.811626,30.578563,0,2,bus
34827,34827,"ЦЕНТРАЛЬНАЯ УЛ., 19, ПО ТРЕБОВАНИЮ",59.811390,30.578999,0,2,bus
17730,17730,ЯХТЕННАЯ УЛ.,59.986916,30.215881,0,2,bus
34816,34816,"Ж.-Д. СТАНЦИЯ СЛАВЯНКА, ПО ТРЕБОВАНИЮ",59.807032,30.514002,0,2,bus
34817,34817,"СЕВЕРНЫЙ ПРОЕЗД, ПО ТРЕБОВАНИЮ",59.803453,30.541923,0,2,bus
17728,17728,БОЛЬНИЦА,59.992710,30.145122,0,2,bus
34818,34818,"СЕВЕРНЫЙ ПРОЕЗД, ПО ТРЕБОВАНИЮ",59.802783,30.542958,0,2,bus
34819,34819,ТОРГОВЫЙ ЦЕНТР,60.011109,30.245043,0,2,bus
34820,34820,"Ст. метро ""Выборгская""",59.971380,30.347344,0,2,tram
34823,34823,"КУЗЬМИНСКОЕ ШОССЕ, 66",59.732748,30.378921,0,2,bus
34864,34864,"ПР. ШАУМЯНА, ТЕАТР ""БУФФ""",59.930444,30.417408,0,2,bus
17689,17689,"СЧАСТЛИВАЯ УЛ., УГОЛ БУЛЬВАРА НОВАТОРОВ",59.845750,30.270250,0,2,bus
34884,34884,БАЛТИЙСКИЙ ВОКЗАЛ,59.907640,30.298921,0,2,bus
17725,17725,Ж.-Д. СТАНЦИЯ ЛИСИЙ НОС,60.017000,30.010515,0,2,bus
17724,17724,"ЛИСИЙ НОС, ВОЕННАЯ УЛ., ПО ТРЕБОВАНИЮ",60.028149,29.997739,0,2,bus
17727,17727,Ж.-Д. ПЛАТФОРМА ОЛЬГИНО,59.994387,30.133940,0,2,bus
17726,17726,"ОТЕЛЬ ""ОЛЬГИНО"", ПО ТРЕБОВАНИЮ",59.995453,30.117016,0,2,bus
17721,17721,"УЛ. АДМИРАЛА ГРЕЙГА, ПО ТРЕБОВАНИЮ",60.006993,29.740698,0,2,bus
17720,17720,16 КВАРТАЛ,60.003147,29.755867,0,2,bus
17723,17723,ГОРСКАЯ,60.037479,29.975258,0,2,bus
17722,17722,"КРОНШТАДТСКОЕ ШОССЕ, 34",60.011009,29.727073,0,2,bus
17717,17717,"УЛ. АДМИРАЛА ГРЕЙГА, ПО ТРЕБОВАНИЮ",60.006466,29.742230,0,2,bus
17716,17716,"КРОНШТАДТСКОЕ ШОССЕ, 34",60.011012,29.726403,0,2,bus
17719,17719,ГРАЖДАНСКАЯ УЛ.,59.997763,29.766163,0,2,bus
17718,17718,16 КВАРТАЛ,60.002505,29.757505,0,2,bus
17713,17713,Ж.-Д. СТАНЦИЯ ЛИСИЙ НОС,60.017075,30.011185,0,2,bus
17712,17712,"ОТЕЛЬ ""ОЛЬГИНО"", ПО ТРЕБОВАНИЮ",59.996607,30.115183,0,2,bus
17715,17715,ГОРСКАЯ,60.039952,29.973882,0,2,bus
17714,17714,"ЛИСИЙ НОС, ВОЕННАЯ УЛ., ПО ТРЕБОВАНИЮ",60.027870,29.999381,0,2,bus
34926,34926,"ПОЛИТЕХНИЧЕСКАЯ УЛ., УГОЛ НОВОРОССИЙСКОЙ УЛ.",59.994210,30.360376,0,2,bus
34924,34924,"УЛ. КАРБЫШЕВА,7",59.991896,30.349305,0,2,bus
17710,17710,"ОЛЬГИНО, КЛЮЧЕВОЙ ПР.",59.995389,30.144727,0,2,bus
34925,34925,Ж.-Д. СТАНЦИЯ КУШЕЛЕВКА,59.990901,30.351047,0,2,bus
18151,18151,ДУНАЙСКИЙ ПР.,59.838393,30.396712,0,2,bus
18150,18150,ДУНАЙСКИЙ ПР.,59.839312,30.396216,0,2,bus
18149,18149,"БУДАПЕШТСКАЯ УЛ., УГ. УЛ. Я. ГАШЕКА",59.835558,30.399936,0,2,bus
35745,35745,"ЛЕНИНСКИЙ ПР., УГОЛ ПР. ПАТРИОТОВ",59.866859,30.156063,0,2,bus
35747,35747,СЫЗРАНСКАЯ УЛ.,59.876483,30.336528,0,2,bus
35746,35746,БАЛТИЙСКИЙ БУЛЬВАР,59.867054,30.153764,0,2,bus
18155,18155,ПЛОВДИВСКАЯ УЛ.,59.842033,30.393090,0,2,bus
18154,18154,МАЛАЯ КАШТАНОВАЯ АЛЛЕЯ,59.843825,30.391281,0,2,bus
18153,18153,УЛ. ДИМИТРОВА,59.847779,30.387132,0,2,bus
18152,18152,МАЛАЯ КАШТАНОВАЯ АЛЛЕЯ,59.844393,30.390986,0,2,bus
35765,35765,УЛ. ГРИБАЛЁВОЙ,59.978595,30.353744,0,2,bus
35766,35766,"Пр. Луначарского, 68",60.038574,30.353282,0,2,trolley
35767,35767,"Пр. Луначарского, 68",60.038985,30.352938,0,2,trolley
18174,18174,ЛЕНИНГРАДСКАЯ УЛ.,59.783940,30.113640,0,2,bus
18175,18175,"АННИНСКОЕ ШОССЕ, 30",59.783252,30.106070,0,2,bus
18172,18172,"АННИНСКОЕ ШОССЕ, УГОЛ КРАСНОСЕЛЬСКОГО ШОССЕ",59.781100,30.132920,0,2,bus
18170,18170,"ДАЧНЫЙ ПР., 23",59.839330,30.260300,0,2,bus
18171,18171,"СТ. МЕТРО ""ПРОСПЕКТ ВЕТЕРАНОВ""",59.842180,30.249930,0,2,bus
18169,18169,УЛ. ПОДВОДНИКА КУЗЬМИНА,59.839781,30.272419,0,2,bus
18116,18116,"УЛ. ОДОЕВСКОГО, 28",59.948048,30.240963,0,2,bus
18119,18119,"ПР. КИМА, УГ. УРАЛЬСКОЙ УЛ.",59.955214,30.241606,0,2,bus
18113,18113,БУХАРЕСТСКАЯ УЛ.,59.829025,30.423972,0,2,bus
18112,18112,"УЛ. ЧУДНОВСКОГО, УГОЛ ТОВАРИЩЕСКОГО ПР.",59.923863,30.475021,0,2,bus
18115,18115,"СТ. МЕТРО ""ПРИМОРСКАЯ""",59.948060,30.232730,0,2,bus
18114,18114,ТОВАРИЩЕСКИЙ ПР.,59.922174,30.478481,0,2,bus
18125,18125,"ПУЛКОВСКАЯ УЛ., УГ. УЛ. ОРДЖОНИКИДЗЕ",59.842178,30.348425,0,2,bus
35727,35727,УЛ. МАРШАЛА ЗАХАРОВА,59.854996,30.185285,0,2,bus
18124,18124,ПР. ЮРИЯ ГАГАРИНА,59.844366,30.338930,0,2,bus
35726,35726,УЛ. МАРШАЛА ЗАХАРОВА,59.855914,30.186133,0,2,bus
35725,35725,ЛЕНИНСКИЙ ПР.,59.858908,30.188357,0,2,bus
18126,18126,"ПУЛКОВСКАЯ УЛ., ТОРГОВЫЙ ЦЕНТР",59.838522,30.349458,0,2,bus
35724,35724,"КАМЫШОВАЯ УЛ., Д. 56",60.011112,30.203740,0,2,bus
18120,18120,"УЛ. ФРУНЗЕ, УГ. УЛ. ЛЕНСОВЕТА",59.861462,30.329116,0,2,bus
18123,18123,УЛ. ТИПАНОВА,59.854771,30.329468,0,2,bus
18122,18122,УЛ. ГАСТЕЛЛО,59.857720,30.329339,0,2,bus
35734,35734,"ТЦ ""МЕГА ПАРНАС""",60.089562,30.379583,0,2,bus
35735,35735,УЛ. ШОСТАКОВИЧА,60.058140,30.332410,0,2,bus
35732,35732,"УЛ. ЧЕКИСТОВ, Д. 42",59.845025,30.144868,0,2,bus
35733,35733,"ТЦ ""МЕГА ПАРНАС""",60.089333,30.378999,0,2,bus
18128,18128,"БУХАРЕСТСКАЯ УЛ., УГ. УЛ. О.ДУНДИЧА",59.832446,30.418916,0,2,bus
35731,35731,ПЕТЕРГОФСКОЕ ШОССЕ,59.847480,30.184693,0,2,bus
18129,18129,МАЛАЯ БАЛКАНСКАЯ УЛ.,59.829068,30.421735,0,2,bus
35728,35728,УЛ. РИХАРДА ЗОРГЕ,59.850920,30.185238,0,2,bus
35729,35729,УЛ. РИХАРДА ЗОРГЕ,59.850198,30.184898,0,2,bus
35740,35740,ПР. ХУДОЖНИКОВ,60.043580,30.348930,0,2,bus
35738,35738,"ПР. ЛУНАЧАРСКОГО, 60",60.041210,30.340234,0,2,bus
35739,35739,УЛ. ИВАНА ФОМИНА,60.044910,30.342930,0,2,bus
35736,35736,УЛ. ИВАНА ФОМИНА,60.049471,30.346387,0,2,bus
18083,18083,ПИОНЕРСКАЯ УЛ.,59.955408,30.298448,0,2,bus
35809,35809,СВЕТЛАНОВСКАЯ ПЛОЩАДЬ,60.004297,30.329694,0,2,bus
18082,18082,ПР. ЮРИЯ ГАГАРИНА,59.844619,30.336790,0,2,bus
18080,18080,ПЕР. ТАЛАЛИХИНА,59.952002,30.297192,0,2,bus
18087,18087,УЛ. ЛЕНИНА,59.961611,30.305117,0,2,bus
18086,18086,"БОЛЬШАЯ ПУШКАРСКАЯ УЛ., УГОЛ УЛ. ЛЕНИНА",59.961429,30.308050,0,2,bus
18085,18085,"УЛ. ОРДЖОНИКИДЗЕ, УГОЛ УЛ. ЛЕНСОВЕТА",59.844752,30.330428,0,2,bus
18084,18084,ВВЕДЕНСКАЯ УЛ.,59.957684,30.301939,0,2,bus
